Depth (cm),Age (kyr BP),Density (g/cc),Fractional porosity,Density (g/cc).1,Dry bulk density,sedimentation rate,MAR(mg/cm²/yr)
1879,22.5735,1.7735,0.5664,1.7735,0.7689896,238,183.0195248
1880,22.5775,1.7427,0.5843,1.7427,0.72444039,238,172.4168128
1881,22.5815,1.7389,0.5865,1.7389,0.71903515,238,171.1303657
1882,22.5855,1.7425,0.5844,1.7425,0.724183,238,172.355554
1883,22.5895,1.7017,0.6081,1.7017,0.66689623,238,158.7213027
1884,22.594,1.7236,0.5954,1.7236,0.69736856,238,165.9737173
1885,22.598,1.7079,0.6045,1.7079,0.67547445,238,160.7629191
1886,22.602,1.7308,0.5912,1.7308,0.70755104,238,168.3971475
1887,22.606,1.7404,0.5856,1.7404,0.72122176,238,171.6507789
1888,22.61,1.6617,0.6313,1.6617,0.61266879,238,145.815172
1889,22.6135,1.6555,0.6349,1.6555,0.60442305,238,143.8526859
1890,22.617,1.7054,0.6059,1.7054,0.67209814,238,159.9593573
1891,22.6215,1.7275,0.5931,1.7275,0.70291975,238,167.2949005
1892,22.625,1.7481,0.5811,1.7481,0.73227909,238,174.2824234
1893,22.6285,1.7363,0.588,1.7363,0.7153556,238,170.2546328
1894,22.6325,1.7276,0.593,1.7276,0.7031332,238,167.3457016
1895,22.636,1.6358,0.6463,1.6358,0.57858246,238,137.7026255
1896,22.64,1.6386,0.6447,1.6386,0.58219458,238,138.56231
1897,22.6445,1.7216,0.5965,1.7216,0.6946656,238,165.3304128
1898,22.6485,1.7646,0.5716,1.7646,0.75595464,238,179.9172043
1899,22.652,1.7418,0.5848,1.7418,0.72319536,238,172.1204957
1900,22.656,1.7627,0.5727,1.7627,0.75320171,238,179.262007
1901,22.66,1.7591,0.5748,1.7591,0.74796932,238,178.0166982
1902,22.664,1.6516,0.6371,1.6516,0.59936564,238,142.6490223
1903,22.6685,1.6816,0.6197,1.6816,0.63951248,238,152.2039702
1904,22.673,1.7194,0.5978,1.7194,0.69154268,238,164.5871578
1905,22.6775,1.7134,0.6013,1.7134,0.68313258,238,162.585554
1906,22.682,1.7286,0.5924,1.7286,0.70457736,238,167.6894117
1907,22.6865,1.7418,0.5848,1.7418,0.72319536,238,172.1204957
1908,22.691,1.7155,0.6001,1.7155,0.68602845,238,163.2747711
1909,22.6955,1.6615,0.6314,1.6615,0.6124289,238,145.7580782
1910,22.6995,1.7147,0.6005,1.7147,0.68502265,238,163.0353907
1911,22.703,1.7309,0.5911,1.7309,0.70776501,238,168.4480724
1912,22.7065,1.7229,0.5958,1.7229,0.69639618,238,165.7422908
1913,22.7095,1.639,0.6444,1.639,0.5828284,238,138.7131592
1914,22.7125,1.7169,0.5993,1.7169,0.68796183,238,163.7349155
1915,22.716,1.7687,0.5692,1.7687,0.76195596,238,181.3455185
1916,22.7195,1.6852,0.6176,1.6852,0.64442048,238,153.3720742
1917,22.723,1.6566,0.6342,1.6566,0.60598428,238,144.2242586
1918,22.7275,1.7744,0.5659,1.7744,0.77026704,238,183.3235555
1919,22.732,1.7689,0.5691,1.7689,0.76221901,238,181.4081244
1920,22.736,1.7478,0.5813,1.7478,0.73180386,238,174.1693187
1921,22.7405,1.6997,0.6092,1.6997,0.66424276,238,158.0897769
1922,22.7445,1.6317,0.6487,1.6317,0.57321621,238,136.425458
1923,22.749,1.7596,0.5745,1.7596,0.7487098,238,178.1929324
1924,22.7535,1.7844,0.5601,1.7844,0.78495756,238,186.8198993
1925,22.7575,1.759,0.5748,1.759,0.7479268,238,178.0065784
1926,22.7615,1.7449,0.583,1.7449,0.7276233,238,173.1743454
1927,22.7645,1.7365,0.5879,1.7365,0.71561165,238,170.3155727
1928,22.7685,1.7369,0.5876,1.7369,0.71629756,238,170.4788193
1929,22.7725,1.7356,0.5884,1.7356,0.71437296,238,170.0207645
1930,22.7765,1.7204,0.5972,1.7204,0.69297712,238,164.9285546
1931,22.7805,1.7026,0.6075,1.7026,0.6682705,238,159.048379
1932,22.7845,1.7171,0.5991,1.7171,0.68838539,238,163.8357228
1933,22.789,1.7335,0.5896,1.7335,0.7114284,238,169.3199592
1934,22.793,1.7309,0.5911,1.7309,0.70776501,238,168.4480724
1935,22.797,1.7499,0.5801,1.7499,0.73478301,238,174.8783564
1936,22.8015,1.7335,0.5896,1.7335,0.7114284,238,169.3199592
1937,22.806,1.7244,0.5949,1.7244,0.69855444,238,166.2559567
1938,22.81,1.7313,0.5909,1.7313,0.70827483,238,168.5694095
1939,22.814,1.7258,0.5941,1.7258,0.70050222,238,166.7195284
1940,22.8175,1.7302,0.5915,1.7302,0.7067867,238,168.2152346
1941,22.8205,1.7667,0.5704,1.7667,0.75897432,238,180.6358882
1942,22.8235,1.6905,0.6145,1.6905,0.65168775,238,155.1016845
1943,22.8265,1.6728,0.6249,1.6728,0.62746728,238,149.3372126
1944,22.8295,1.665,0.6293,1.665,0.6172155,238,146.897289
1945,22.8325,1.6277,0.651,1.6277,0.5680673,238,135.2000174
1946,22.8355,1.6199,0.6555,1.6199,0.55805555,238,132.8172209
1947,22.8395,1.7085,0.6041,1.7085,0.67639515,238,160.9820457
1948,22.8435,1.6703,0.6263,1.6703,0.62419111,238,148.5574842
1949,22.848,1.6821,0.6194,1.6821,0.64020726,238,152.3693279
1950,0,1.7001,0.609,1.7001,0.6647391,238,158.2079058
1951,22.856,1.659,0.6328,1.659,0.6091848,238,144.9859824
1952,22.8605,1.6709,0.6259,1.6709,0.62508369,238,148.7699182
1953,22.8645,1.6729,0.6248,1.6729,0.62767208,238,149.385955
1954,22.869,1.6787,0.6214,1.6787,0.63555582,238,151.2622852
1955,22.872,1.6848,0.6179,1.6848,0.64376208,238,153.215375
1956,22.875,1.6624,0.6309,1.6624,0.61359184,238,146.0348579
1957,22.878,1.6444,0.6413,1.6444,0.58984628,238,140.3834146
1958,22.8815,1.6101,0.6612,1.6101,0.54550188,238,129.8294474
1959,22.884,1.6148,0.6585,1.6148,0.5514542,238,131.2460996
1960,22.8875,1.6675,0.6279,1.6675,0.62047675,238,147.6734665
1961,22.8905,1.6764,0.6227,1.6764,0.63250572,238,150.5363614
1962,22.9015,1.5975,0.6685,1.5975,0.52957125,84.29,44.63756066
1963,22.92,1.6831,0.6189,1.6831,0.64142941,84.29,54.06608497
1964,22.9385,1.6619,0.6311,1.6619,0.61307491,84.29,51.67608416
1966,22.9755,1.5794,0.679,1.5794,0.5069874,84.29,42.73396795
1967,22.994,1.6412,0.6432,1.6412,0.58558016,84.29,49.35855169
1968,23.0125,1.6819,0.6196,1.6819,0.63979476,84.29,53.92830032
1969,23.031,1.7452,0.5828,1.7452,0.72809744,84.29,61.37133322
1970,23.047,1.7278,0.5929,1.7278,0.70338738,84.29,59.28852226
1971,23.0635,1.7104,0.603,1.7104,0.6790288,84.29,57.23533755
1972,23.0795,1.7213,0.5967,1.7213,0.69420029,84.29,58.51414244
1973,23.0955,1.734,0.5894,1.734,0.7119804,84.29,60.01282792
1974,23.1115,1.7446,0.5832,1.7446,0.72714928,84.29,61.29141281
1975,23.1275,1.756,0.5766,1.756,0.7434904,84.29,62.66880582
1976,23.144,1.7537,0.5779,1.7537,0.74023677,84.29,62.39455734
1977,23.159,1.7602,0.5742,1.7602,0.74949316,84.29,63.17477846
1978,23.174,1.7916,0.5559,1.7916,0.79564956,84.29,67.06530141
1979,23.1895,1.7931,0.5551,1.7931,0.79775019,84.29,67.24236352
1980,23.204,1.7452,0.5828,1.7452,0.72809744,84.29,61.37133322
1981,23.2195,1.7518,0.579,1.7518,0.7375078,84.29,62.16453246
1982,23.234,1.7531,0.5783,1.7531,0.73928227,84.29,62.31410254
1983,23.2495,1.7629,0.5726,1.7629,0.75346346,84.29,63.50943504
1984,23.263,1.7699,0.5685,1.7699,0.76371185,84.29,64.37327184
1985,23.2755,1.8048,0.5483,1.8048,0.81522816,84.29,68.71558161
1986,23.2875,1.7998,0.5512,1.7998,0.80775024,84.29,68.08526773
1987,23.2995,1.7882,0.5579,1.7882,0.79056322,84.29,66.63657381
1988,23.312,1.7515,0.5792,1.7515,0.7370312,84.29,62.12435985
1989,23.324,1.7742,0.566,1.7742,0.7700028,84.29,64.90353601
1990,23.3365,1.7674,0.57,1.7674,0.759982,84.29,64.05888278
1991,23.3485,1.7617,0.5732,1.7617,0.75189356,84.29,63.37710817
1992,23.358,1.7671,0.5702,1.7671,0.75949958,84.29,64.0182196
1993,23.368,1.7683,0.5695,1.7683,0.76125315,84.29,64.16602801
1994,23.378,1.7918,0.5558,1.7918,0.79591756,84.29,67.08789113
1995,23.388,1.7578,0.5755,1.7578,0.7461861,84.29,62.89602637
1996,23.3975,1.7848,0.5598,1.7848,0.78566896,84.29,66.22403664
1997,23.407,1.7399,0.5859,1.7399,0.72049259,84.29,60.73032041
1998,23.4175,1.6688,0.6271,1.6688,0.62229552,84.29,52.45328938
1999,23.4275,1.5577,0.6916,1.5577,0.48039468,84.29,40.49246758
2000,23.4385,1.5936,0.6708,1.5936,0.52461312,84.29,44.21963988
2001,23.4485,1.6327,0.6481,1.6327,0.57454713,84.29,48.42857759
2002,23.4595,1.5849,0.6758,1.5849,0.51382458,84.29,43.31027385
2003,23.4695,1.6738,0.6242,1.6738,0.62901404,84.29,53.01959343
2004,23.4805,1.7376,0.5872,1.7376,0.71728128,84.29,60.45963909
2005,23.4905,1.7189,0.5981,1.7189,0.69082591,84.29,58.22971595
2006,23.5005,1.7526,0.5785,1.7526,0.7387209,84.29,62.26678466
2007,23.508,1.7536,0.5779,1.7536,0.74019456,84.29,62.39099946
2008,23.5155,1.7506,0.5797,1.7506,0.73577718,84.29,62.0186585
2009,23.523,1.7699,0.5685,1.7699,0.76371185,84.29,64.37327184
2010,23.5305,1.7751,0.5655,1.7751,0.77128095,84.29,65.01127128
2011,23.538,1.7239,0.5952,1.7239,0.69783472,84.29,58.82048855
2012,23.5455,1.7376,0.5872,1.7376,0.71728128,84.29,60.45963909
2013,23.553,1.7013,0.6083,1.7013,0.66639921,84.29,56.17078941
2014,23.562,1.7977,0.5524,1.7977,0.80465052,84.29,67.82399233
2015,23.571,1.781,0.5621,1.781,0.7798999,84.29,65.73776257
2016,23.5805,1.7725,0.567,1.7725,0.7674925,84.29,64.69194283
2017,23.5895,1.7637,0.5721,1.7637,0.75468723,84.29,63.61258662
2018,23.5985,1.7035,0.607,1.7035,0.6694755,84.29,56.4300899
2019,23.608,1.682,0.6195,1.682,0.640001,84.29,53.94568429
2020,23.617,1.7431,0.584,1.7431,0.7251296,84.29,61.12117398
2021,23.6255,1.7901,0.5568,1.7901,0.79337232,84.29,66.87335285
2022,23.6335,1.7936,0.5547,1.7936,0.79869008,84.29,67.32158684
2023,23.6415,1.7994,0.5514,1.7994,0.80721084,84.29,68.0398017
2024,23.65,1.7775,0.5641,1.7775,0.77481225,84.29,65.30892455
2025,23.6575,1.7812,0.562,1.7812,0.7801656,84.29,65.76015842
2026,23.666,1.7594,0.5746,1.7594,0.74844876,84.29,63.08674598
2027,23.6735,1.7838,0.5604,1.7838,0.78415848,84.29,66.09671828
2028,23.682,1.7575,0.5757,1.7575,0.74570725,84.29,62.8556641
2029,23.6915,1.7827,0.5611,1.7827,0.78242703,84.29,65.95077436
2030,23.7015,1.8098,0.5454,1.8098,0.82273508,84.29,69.34833989
2031,23.711,1.7726,0.5669,1.7726,0.76771306,84.29,64.71053383
2032,23.7205,1.7434,0.5839,1.7434,0.72542874,84.29,61.14638849
2033,23.73,1.74,0.5858,1.74,0.720708,84.29,60.74847732
2034,23.7395,1.7673,0.57,1.7673,0.759939,84.29,64.05525831
2035,23.749,1.7608,0.5738,1.7608,0.75045296,84.29,63.25568
2036,23.7585,1.7881,0.5579,1.7881,0.79051901,84.29,66.63284735
2037,23.768,1.7577,0.5756,1.7577,0.74596788,84.29,62.87763261
2038,23.7775,1.7521,0.5788,1.7521,0.73798452,84.29,62.20471519
2039,23.787,1.7508,0.5796,1.7508,0.73603632,84.29,62.04050141
2040,23.7965,1.7421,0.5846,1.7421,0.72366834,84.29,60.99800438
2041,23.8055,1.7505,0.5798,1.7505,0.7355601,84.29,62.00036083
2042,23.815,1.7354,0.5885,1.7354,0.7141171,84.29,60.19293036
2043,23.825,1.727,0.5934,1.727,0.7021982,84.29,59.18828628
2044,23.8355,1.6842,0.6182,1.6842,0.64302756,84.29,54.20079303
2045,23.8465,1.6519,0.6369,1.6519,0.59980489,84.29,50.55755418
2046,23.857,1.6482,0.6391,1.6482,0.59483538,84.29,50.13867418
2047,23.867,1.6897,0.615,1.6897,0.6505345,84.29,54.83355301
2048,23.8775,1.6823,0.6193,1.6823,0.64045161,84.29,53.98366621
2049,23.8885,1.6502,0.6379,1.6502,0.59753742,84.29,50.36642913
2050,23.899,1.6599,0.6323,1.6599,0.61034523,84.29,51.44599944
2051,23.9115,1.6354,0.6465,1.6354,0.5781139,84.29,48.72922063
2052,23.9235,1.7272,0.5933,1.7272,0.70245224,84.29,59.20969931
2053,23.936,1.741,0.5853,1.741,0.7219927,84.29,60.85676468
2054,23.9485,1.6843,0.6182,1.6843,0.64306574,84.29,54.20401122
2055,23.9605,1.7226,0.5959,1.7226,0.69610266,84.29,58.67449321
2056,23.973,1.7837,0.5605,1.7837,0.78393615,84.29,66.07797808
2057,23.9855,1.7594,0.5746,1.7594,0.74844876,84.29,63.08674598
2058,23.9995,1.7923,0.5555,1.7923,0.79667735,84.29,67.15193383
2059,24.0155,1.7685,0.5693,1.7685,0.76169295,84.29,64.20309876
2060,24.031,1.8039,0.5488,1.8039,0.81391968,84.29,68.60528983
2061,24.046,1.7757,0.5652,1.7757,0.77207436,84.29,65.0781478
2062,24.062,1.7172,0.5991,1.7172,0.68842548,84.29,58.02738371
2063,24.0775,1.6544,0.6355,1.6544,0.6030288,84.29,50.82929755
2064,24.093,1.7044,0.6065,1.7044,0.6706814,84.29,56.53173521
2065,24.11,1.6855,0.6175,1.6855,0.64470375,84.29,54.34207909
2066,24.13,1.6715,0.6256,1.6715,0.6258096,84.29,52.74949118
2067,24.1495,1.6727,0.6249,1.6727,0.62742977,84.29,52.88605531
2068,24.1695,1.7084,0.6042,1.7084,0.67618472,84.29,56.99561005
2069,24.1895,1.6494,0.6384,1.6494,0.59642304,84.29,50.27249804
2070,24.2095,1.7181,0.5985,1.7181,0.68981715,84.29,58.14468757
2071,24.2295,1.5821,0.6775,1.5821,0.51022725,84.29,43.0070549
2072,24.249,1.8161,0.5417,1.8161,0.83231863,84.29,70.15613732
2073,24.2635,1.7738,0.5662,1.7738,0.76947444,84.29,64.85900055
2074,24.277,1.7631,0.5725,1.7631,0.75372525,84.29,63.53150132
2075,24.291,1.7375,0.5873,1.7375,0.71706625,84.29,60.44151421
2076,24.3045,1.6645,0.6297,1.6645,0.61636435,84.29,51.95335106
2077,24.3185,1.6434,0.6419,1.6434,0.58850154,84.29,49.60479481
2078,24.332,1.6791,0.6211,1.6791,0.63621099,84.29,53.62622435
2079,24.346,1.7875,0.5583,1.7875,0.78953875,156,123.168045
2080,24.355,1.752,0.5789,1.752,0.7377672,156,115.0916832
2081,24.3605,1.7609,0.5738,1.7609,0.75049558,156,117.0773105
2082,24.366,1.752,0.5789,1.752,0.7377672,156,115.0916832
2083,24.371,1.7397,0.586,1.7397,0.7202358,156,112.3567848
2084,24.3765,1.6792,0.6211,1.6792,0.63624888,156,99.25482528
2085,24.382,1.6946,0.6122,1.6946,0.65716588,156,102.5178773
2086,24.387,1.7378,0.5872,1.7378,0.71736384,156,111.908759
2087,24.3925,1.7811,0.562,1.7811,0.7801218,156,121.6990008
2088,24.398,1.7786,0.5634,1.7786,0.77653676,156,121.1397346
2089,24.403,1.7026,0.6076,1.7026,0.66810024,156,104.2236374
2090,24.409,1.7175,0.5989,1.7175,0.68888925,156,107.466723
2091,24.415,1.6848,0.6179,1.6848,0.64376208,156,100.4268845
2092,24.4215,1.7657,0.5709,1.7657,0.75766187,156,118.1952517
2093,24.427,1.797,0.5528,1.797,0.8036184,156,125.3644704
2094,24.4335,1.6783,0.6216,1.6783,0.63506872,156,99.07072032
2095,24.4395,1.7451,0.5829,1.7451,0.72788121,156,113.5494688
2096,24.4455,1.7899,0.5569,1.7899,0.79310469,156,123.7243316
2097,24.4515,1.7049,0.6062,1.7049,0.67138962,156,104.7367807
2098,24.4575,1.709,0.6038,1.709,0.6771058,156,105.6285048
2099,24.4635,1.7756,0.5652,1.7756,0.77203088,156,120.4368173
2100,24.4685,1.7721,0.5672,1.7721,0.76696488,156,119.6465213
2101,24.474,1.7568,0.5761,1.7568,0.74470752,156,116.1743731
2102,24.479,1.7238,0.5952,1.7238,0.69779424,156,108.8559014
2103,24.484,1.6999,0.6091,1.6999,0.66449091,156,103.660582
2104,24.489,1.688,0.616,1.688,0.648192,156,101.117952
2105,24.4945,1.753,0.5783,1.753,0.7392401,156,115.3214556
2106,24.4995,1.7582,0.5753,1.7582,0.74670754,156,116.4863762
2107,24.5045,1.7457,0.5825,1.7457,0.72882975,156,113.697441
2108,24.51,1.735,0.5887,1.735,0.7136055,156,111.322458
2109,24.515,1.6846,0.618,1.6846,0.6435172,156,100.3886832
2110,24.5215,1.6885,0.6157,1.6885,0.64889055,156,101.2269258
2111,24.528,1.6657,0.629,1.6657,0.6179747,156,96.4040532
2112,24.534,1.713,0.6015,1.713,0.6826305,156,106.490358
2113,24.5405,1.7091,0.6037,1.7091,0.67731633,156,105.6613475
2114,24.547,1.7081,0.6043,1.7081,0.67589517,156,105.4396465
2115,24.5535,1.713,0.6015,1.713,0.6826305,156,106.490358
2116,24.56,1.5791,0.6792,1.5791,0.50657528,156,79.02574368
2118,24.5725,1.7275,0.5931,1.7275,0.70291975,156,109.655481
2119,24.578,1.7064,0.6053,1.7064,0.67351608,156,105.0685085
2120,24.584,1.6959,0.6114,1.6959,0.65902674,156,102.8081714
2121,24.5895,1.712,0.6021,1.712,0.6812048,156,106.2679488
2122,24.5955,1.6833,0.6187,1.6833,0.64184229,156,100.1273972
2123,24.601,1.6759,0.623,1.6759,0.6318143,156,98.5630308
2124,24.607,1.6754,0.6233,1.6754,0.63112318,156,98.45521608
2125,24.6125,1.7181,0.5986,1.7181,0.68964534,156,107.584673
2126,24.618,1.6797,0.6208,1.6797,0.63694224,156,99.36298944
2127,24.624,1.691,0.6143,1.691,0.6522187,156,101.7461172
2128,24.6295,1.7082,0.6043,1.7082,0.67593474,156,105.4458194
2129,24.6365,1.6958,0.6115,1.6958,0.6588183,156,102.7756548
2130,24.6435,1.6988,0.6097,1.6988,0.66304164,156,103.4344958
2131,24.6505,1.6753,0.6234,1.6753,0.63091798,156,98.42320488
2132,24.6575,1.7077,0.6046,1.7077,0.67522458,156,105.3350345
2133,24.665,1.7091,0.6038,1.7091,0.67714542,156,105.6346855
2134,24.6715,1.6929,0.6132,1.6929,0.65481372,156,102.1509403
2135,24.679,1.7102,0.6031,1.7102,0.67877838,156,105.8894273
2136,24.686,1.7134,0.6013,1.7134,0.68313258,156,106.5686825
2137,24.693,1.7142,0.6008,1.7142,0.68430864,156,106.7521478
2138,24.7,1.7073,0.6048,1.7073,0.67472496,156,105.2570938
2139,24.7075,1.7342,0.5892,1.7342,0.71240936,156,111.1358602
2140,24.714,1.7095,0.6036,1.7095,0.6776458,156,105.7127448
2141,24.7215,1.7357,0.5883,1.7357,0.71458769,156,111.4756796
2142,24.7285,1.717,0.5992,1.717,0.6881736,156,107.3550816
2143,24.7355,1.7219,0.5963,1.7219,0.69513103,156,108.4404407
2144,24.7425,1.7714,0.5676,1.7714,0.76595336,156,119.4887242
2145,24.75,1.7567,0.5762,1.7567,0.74448946,156,116.1403558
2146,24.7575,1.7215,0.5966,1.7215,0.6944531,156,108.3346836
2147,24.764,1.7279,0.5928,1.7279,0.70360088,156,109.7617373
2148,24.771,1.7183,0.5984,1.7183,0.69006928,156,107.6508077
2149,24.7775,1.7239,0.5952,1.7239,0.69783472,156,108.8622163
2150,24.784,1.7183,0.5984,1.7183,0.69006928,156,107.6508077
2151,24.79,1.7023,0.6077,1.7023,0.66781229,156,104.1787172
2152,24.7965,1.702,0.6079,1.702,0.6673542,156,104.1072552
2153,24.803,1.7017,0.6081,1.7017,0.66689623,156,104.0358119
2154,24.809,1.7096,0.6035,1.7096,0.6778564,156,105.7455984
2155,24.8155,1.7198,0.5976,1.7198,0.69204752,156,107.9594131
2156,24.822,1.7139,0.601,1.7139,0.6838461,156,106.6799916
2157,24.828,1.7191,0.598,1.7191,0.6910782,156,107.8081992
2158,24.836,1.7069,0.6051,1.7069,0.67405481,156,105.1525504
2159,24.846,1.7222,0.5962,1.7222,0.69542436,156,108.4862002
2160,24.8555,1.738,0.587,1.738,0.717794,156,111.975864
2161,24.8655,1.7399,0.5859,1.7399,0.72049259,156,112.396844
2162,24.876,1.7409,0.5853,1.7409,0.72195123,156,112.6243919
2163,24.886,1.7666,0.5704,1.7666,0.75893136,156,118.3932922
2164,24.896,1.7545,0.5774,1.7545,0.7414517,156,115.6664652
2165,24.9055,1.7372,0.5875,1.7372,0.716595,156,111.78882
2166,24.9155,1.7249,0.5946,1.7249,0.69927446,156,109.0868158
2167,24.9255,1.7418,0.5848,1.7418,0.72319536,156,112.8184762
2168,24.9355,1.7442,0.5834,1.7442,0.72663372,156,113.3548603
2169,24.945,1.7405,0.5856,1.7405,0.7212632,156,112.5170592
2170,24.955,1.7321,0.5904,1.7321,0.70946816,156,110.677033
2171,24.9655,1.7235,0.5954,1.7235,0.6973281,156,108.7831836
2172,24.9755,1.7146,0.6006,1.7146,0.68481124,156,106.8305534
2173,24.985,1.7461,0.5823,1.7461,0.72934597,156,113.7779713
2174,24.995,1.7417,0.5849,1.7417,0.72297967,156,112.7848285
2175,25.005,1.7657,0.5709,1.7657,0.75766187,156,118.1952517
2176,25.015,1.7451,0.5829,1.7451,0.72788121,156,113.5494688
2177,25.025,1.6971,0.6108,1.6971,0.66051132,156,103.0397659
2178,25.0345,1.6416,0.6429,1.6416,0.58621536,156,91.44959616
2179,25.0445,1.6894,0.6152,1.6894,0.65008112,156,101.4126547
2180,25.055,1.703,0.6073,1.703,0.6687681,156,104.3278236
2181,25.065,1.6979,0.6103,1.6979,0.66167163,156,103.2207743
2182,25.0745,1.667,0.6282,1.667,0.6197906,156,96.6873336
2183,25.0845,1.6378,0.6451,1.6378,0.58125522,156,90.67581432
2184,25.0945,1.6573,0.6338,1.6573,0.60690326,156,94.67690856
2185,25.1045,1.6431,0.6421,1.6431,0.58806549,156,91.73821644
2186,25.114,1.673,0.6247,1.673,0.6278769,156,97.9487964
2187,25.124,1.6614,0.6314,1.6614,0.61239204,156,95.53315824
2188,25.1345,1.7015,0.6082,1.7015,0.6666477,156,103.9970412
2189,25.1445,1.7475,0.5815,1.7475,0.73132875,156,114.087285
2190,25.1545,1.7425,0.5844,1.7425,0.724183,156,112.972548
2191,25.164,1.6783,0.6216,1.6783,0.63506872,156,99.07072032
2192,25.174,1.7148,0.6005,1.7148,0.6850626,156,106.8697656
2193,25.184,1.7791,0.5631,1.7791,0.77728879,156,121.2570512
2194,25.194,1.7477,0.5814,1.7477,0.73158722,156,114.1276063
2195,25.2035,1.7217,0.5964,1.7217,0.69487812,156,108.4009867
2196,25.2135,1.749,0.5806,1.749,0.7335306,156,114.4307736
2197,25.224,1.7099,0.6033,1.7099,0.67831733,156,105.8175035
2198,25.234,1.7122,0.602,1.7122,0.6814556,156,106.3070736
2199,25.2435,1.7057,0.6058,1.7057,0.67238694,156,104.8923626
2200,25.2535,1.7096,0.6035,1.7096,0.6778564,156,105.7455984
2201,25.2635,1.7022,0.6078,1.7022,0.66760284,156,104.146043
2202,25.2735,1.7057,0.6057,1.7057,0.67255751,156,104.9189716
2203,25.2835,1.709,0.6038,1.709,0.6771058,156,105.6285048
2204,25.293,1.7144,0.6007,1.7144,0.68455992,156,106.7913475
2205,25.303,1.6715,0.6256,1.6715,0.6258096,156,97.6262976
2206,25.3135,1.6314,0.6488,1.6314,0.57294768,156,89.37983808
2207,25.3235,1.6942,0.6124,1.6942,0.65667192,156,102.4408195
2208,25.333,1.6965,0.6111,1.6965,0.65976885,156,102.9239406
2209,25.343,1.6515,0.6372,1.6515,0.5991642,156,93.4696152
2210,25.353,1.6408,0.6434,1.6408,0.58510928,156,91.27704768
2211,25.363,1.6077,0.6626,1.6077,0.54243798,156,84.62032488
2212,25.3725,1.5682,0.6855,1.5682,0.4931989,156,76.9390284
2213,25.3825,1.5786,0.6795,1.5786,0.5059413,156,78.9268428
2214,25.3925,1.5702,0.6844,1.5702,0.49555512,156,77.30659872
2215,25.403,1.6047,0.6643,1.6047,0.53869779,156,84.03685524
2216,25.413,1.7507,0.5796,1.7507,0.73599428,156,114.8151077
2217,25.4225,1.7259,0.5941,1.7259,0.70054281,156,109.2846784
2218,25.4325,1.6309,0.6492,1.6309,0.57211972,156,89.25067632
2219,25.4425,1.6853,0.6176,1.6853,0.64445872,156,100.5355603
2220,25.4525,1.7402,0.5857,1.7402,0.72096486,156,112.4705182
2221,25.462,1.7663,0.5706,1.7663,0.75844922,156,118.3180783
2222,25.472,1.6865,0.6169,1.6865,0.64609815,156,100.7913114
2223,25.4825,1.7068,0.6051,1.7068,0.67401532,156,105.1463899
2224,25.4925,1.7014,0.6083,1.7014,0.66643838,156,103.9643873
2225,25.502,1.8015,0.5502,1.8015,0.8103147,156,126.4090932
2226,25.512,1.8209,0.5389,1.8209,0.83961699,156,130.9802504
2227,25.522,1.8171,0.5411,1.8171,0.83386719,156,130.0832816
2228,25.532,1.8085,0.5461,1.8085,0.82087815,156,128.0569914
2229,25.542,1.7854,0.5595,1.7854,0.7864687,156,122.6891172
2230,25.5515,1.7807,0.5622,1.7807,0.77959046,156,121.6161118
2231,25.5615,1.7878,0.5581,1.7878,0.79002882,156,123.2444959
2232,25.572,1.7694,0.5688,1.7694,0.76296528,156,119.0225837
2233,25.582,1.7519,0.579,1.7519,0.7375499,156,115.0577844
2234,25.5915,1.772,0.5673,1.772,0.7667444,156,119.6121264
2235,25.6015,1.7767,0.5646,1.7767,0.77357518,156,120.6777281
2236,25.6115,1.776,0.565,1.776,0.77256,156,120.51936
2237,25.6215,1.7675,0.5699,1.7675,0.76020175,156,118.591473
2238,25.631,1.766,0.5708,1.766,0.7579672,156,118.2428832
2239,25.641,1.7585,0.5751,1.7585,0.74718665,156,116.5611174
2240,25.651,1.7549,0.5772,1.7549,0.74197172,156,115.7475883
2241,25.6615,1.7542,0.5776,1.7542,0.74097408,156,115.5919565
2242,25.6715,1.7418,0.5848,1.7418,0.72319536,156,112.8184762
2243,25.681,1.7405,0.5856,1.7405,0.7212632,156,112.5170592
2244,25.691,1.7516,0.5791,1.7516,0.73724844,156,115.0107566
2245,25.701,1.7334,0.5897,1.7334,0.71121402,156,110.9493871
2246,25.711,1.7215,0.5966,1.7215,0.6944531,156,108.3346836
2247,25.7205,1.7139,0.601,1.7139,0.6838461,156,106.6799916
2248,25.7305,1.7415,0.585,1.7415,0.7227225,156,112.74471
2249,25.741,1.7404,0.5856,1.7404,0.72122176,156,112.5105946
2250,0,1.741,0.5852,1.741,0.7221668,156,112.6580208
2251,25.7605,1.7284,0.5926,1.7284,0.70415016,156,109.847425
2252,25.7705,1.7436,0.5837,1.7436,0.72586068,156,113.2342661
2253,25.7805,1.7292,0.5921,1.7292,0.70534068,156,110.0331461
2254,25.7905,1.7341,0.5893,1.7341,0.71219487,156,111.1023997
2255,25.8005,1.7502,0.5799,1.7502,0.73525902,156,114.7004071
2256,25.81,1.7262,0.5938,1.7262,0.70118244,156,109.3844606
2257,25.82,1.7262,0.5938,1.7262,0.70118244,156,109.3844606
2258,25.8305,1.7378,0.5871,1.7378,0.71753762,156,111.9358687
