Depth (cm),Age (kyr BP),Density (g/cc),Fractional porosity,Density (g/cc).1,Dry bulk density,sedimentation rate,MAR(mg/cm²/yr)
767,15.5645,1.6468,0.6399,1.6468,0.59301268,114.29,67.7754192
768,15.5715,1.6381,0.6449,1.6381,0.58168931,114.29,66.48127124
769,15.5775,1.659,0.6328,1.659,0.6091848,114.29,69.62373079
770,15.584,1.6499,0.6381,1.6499,0.59709881,114.29,68.24242299
771,15.5915,1.6631,0.6304,1.6631,0.61468176,114.29,70.25197835
772,15.5995,1.6467,0.64,1.6467,0.592812,114.29,67.75248348
773,15.6075,1.641,0.6433,1.641,0.5853447,114.29,66.89904576
774,15.6155,1.6367,0.6458,1.6367,0.57971914,114.29,66.25610051
775,15.6235,1.6618,0.6312,1.6618,0.61287184,114.29,70.04512259
776,15.6315,1.6751,0.6235,1.6751,0.63067515,114.29,72.07986289
777,15.6395,1.6779,0.6219,1.6779,0.63441399,114.29,72.50717492
778,15.6475,1.6581,0.6334,1.6581,0.60785946,114.29,69.47225768
779,15.6555,1.6674,0.6279,1.6674,0.62043954,114.29,70.91003503
780,15.6635,1.6449,0.641,1.6449,0.5905191,114.29,67.49042794
781,15.671,1.6553,0.635,1.6553,0.6041845,114.29,69.05224651
782,15.6775,1.6593,0.6326,1.6593,0.60962682,114.29,69.67424926
783,15.6845,1.6446,0.6412,1.6446,0.59008248,114.29,67.44052664
784,15.6905,1.6663,0.6286,1.6663,0.61886382,114.29,70.72994599
785,15.6975,1.657,0.634,1.657,0.606462,114.29,69.31254198
786,15.704,1.6633,0.6304,1.6633,0.61475568,114.29,70.26042667
787,15.711,1.6544,0.6355,1.6544,0.6030288,114.29,68.92016155
788,15.7175,1.6421,0.6426,1.6421,0.58688654,114.29,67.07526266
789,15.724,1.6724,0.625,1.6724,0.62715,114.29,71.6769735
790,15.7305,1.6668,0.6283,1.6668,0.61954956,114.29,70.80831921
791,15.738,1.662,0.6311,1.662,0.6131118,114.29,70.07254762
792,15.7445,1.6757,0.6231,1.6757,0.63157133,114.29,72.18228731
793,15.7525,1.6893,0.6153,1.6893,0.64987371,114.29,74.27406632
794,15.7595,1.6713,0.6257,1.6713,0.62556759,114.29,71.49611986
795,15.767,1.6757,0.6232,1.6757,0.63140376,114.29,72.16313573
796,15.774,1.6577,0.6336,1.6577,0.60738128,114.29,69.41760649
797,15.7815,1.674,0.6241,1.674,0.6292566,114.29,71.91773681
798,15.7885,1.684,0.6183,1.684,0.6427828,114.29,73.46364621
799,15.796,1.6619,0.6311,1.6619,0.61307491,114.29,70.06833146
800,15.803,1.642,0.6427,1.642,0.5866866,114.29,67.05241151
801,15.81,1.678,0.6218,1.678,0.6346196,114.29,72.53067408
802,15.817,1.654,0.6357,1.654,0.6025522,114.29,68.86569094
803,15.8245,1.6661,0.6287,1.6661,0.61862293,114.29,70.70241467
804,15.8315,1.7053,0.606,1.7053,0.6718882,114.29,76.79010238
805,15.839,1.7283,0.5927,1.7283,0.70393659,114.29,80.45291287
806,15.8455,1.6808,0.6202,1.6808,0.63836784,114.29,72.95906043
807,15.853,1.6702,0.6264,1.6702,0.62398672,114.29,71.31544223
808,15.86,1.6426,0.6424,1.6426,0.58739376,114.29,67.13323283
809,15.8675,1.6615,0.6314,1.6615,0.6124289,114.29,69.99449898
810,15.8745,1.6748,0.6237,1.6748,0.63022724,114.29,72.02867126
811,15.883,1.6891,0.6153,1.6891,0.64979677,114.29,74.26527284
812,15.892,1.6876,0.6162,1.6876,0.64770088,114.29,74.02573358
813,15.9015,1.6662,0.6286,1.6662,0.61882668,114.29,70.72570126
814,15.9105,1.6921,0.6136,1.6921,0.65382744,114.29,74.72593812
815,15.92,1.687,0.6166,1.687,0.6467958,114.29,73.92229198
816,15.929,1.6808,0.6202,1.6808,0.63836784,114.29,72.95906043
817,15.9385,1.6761,0.6229,1.6761,0.63205731,114.29,72.23782996
818,15.9475,1.6871,0.6165,1.6871,0.64700285,114.29,73.94595573
819,15.957,1.689,0.6154,1.689,0.6495894,114.29,74.24157253
820,15.966,1.6908,0.6144,1.6908,0.65197248,114.29,74.51393474
821,15.974,1.679,0.6213,1.679,0.6358373,114.29,72.66984502
822,15.982,1.6831,0.6188,1.6831,0.64159772,114.29,73.32820342
823,15.9895,1.6917,0.6139,1.6917,0.65316537,114.29,74.65027014
824,15.9965,1.6698,0.6265,1.6698,0.6236703,114.29,71.27927859
825,16.0045,1.6897,0.615,1.6897,0.6505345,114.29,74.34958801
826,16.0115,1.7041,0.6067,1.7041,0.67022253,114.29,76.59973295
827,16.0195,1.6696,0.6267,1.6696,0.62326168,114.29,71.23257741
828,16.027,1.6881,0.616,1.6881,0.6482304,114.29,74.08625242
829,16.034,1.6891,0.6153,1.6891,0.64979677,114.29,74.26527284
830,16.042,1.67,0.6264,1.67,0.623912,114.29,71.30690248
831,16.051,1.6655,0.629,1.6655,0.6179005,114.29,70.61984815
832,16.063,1.6788,0.6213,1.6788,0.63576156,114.29,72.66118869
833,16.074,1.688,0.616,1.688,0.648192,114.29,74.08186368
834,16.086,1.6893,0.6153,1.6893,0.64987371,114.29,74.27406632
835,16.097,1.7014,0.6082,1.7014,0.66660852,114.29,76.18668775
836,16.109,1.6638,0.6301,1.6638,0.61543962,114.29,70.33859417
837,16.12,1.6411,0.6432,1.6411,0.58554448,114.29,66.92187862
838,16.132,1.6676,0.6278,1.6676,0.62068072,114.29,70.93759949
839,16.143,1.6462,0.6403,1.6462,0.59213814,114.29,67.67546802
840,16.155,1.6903,0.6147,1.6903,0.65127259,114.29,74.43394431
841,16.1665,1.708,0.6044,1.708,0.6756848,114.29,77.22401579
842,16.179,1.6544,0.6355,1.6544,0.6030288,114.29,68.92016155
843,16.191,1.6495,0.6383,1.6495,0.59662415,114.29,68.1881741
844,16.203,1.6087,0.662,1.6087,0.5437406,114.29,62.14411317
845,16.2155,1.6554,0.6349,1.6554,0.60438654,114.29,69.07533766
846,16.228,1.6384,0.6448,1.6384,0.58195968,114.29,66.51217183
847,16.2405,1.6455,0.6407,1.6455,0.59122815,114.29,67.57146526
848,16.2525,1.6199,0.6555,1.6199,0.55805555,114.29,63.78016881
849,16.2645,1.6077,0.6626,1.6077,0.54243798,114.29,61.99523673
850,16.277,1.6069,0.6631,1.6069,0.54136461,114.29,61.87256128
851,16.291,1.6171,0.6571,1.6171,0.55450359,114.29,63.3742153
852,16.3065,1.605,0.6642,1.605,0.538959,114.29,61.59762411
853,16.3225,1.5836,0.6766,1.5836,0.51213624,114.29,58.53205087
854,16.3375,1.5904,0.6726,1.5904,0.52069696,114.29,59.51045556
855,16.353,1.5937,0.6707,1.5937,0.52480541,114.29,59.98001031
856,16.369,1.5886,0.6737,1.5886,0.51836018,114.29,59.24338497
857,16.3845,1.602,0.6659,1.602,0.5352282,114.29,61.17123098
858,16.4005,1.5865,0.6749,1.5865,0.51577115,114.29,58.94748473
859,16.4155,1.5563,0.6924,1.5563,0.47871788,114.29,54.71266651
860,16.431,1.5741,0.6821,1.5741,0.50040639,114.29,57.19144631
861,16.445,1.5829,0.677,1.5829,0.5112767,114.29,58.43381404
862,16.458,1.5098,0.7193,1.5098,0.42380086,114.29,48.43620029
863,16.471,1.4894,0.7312,1.4894,0.40035072,114.29,45.75608379
864,16.483,1.5024,0.7237,1.5024,0.41511312,114.29,47.44327848
865,16.496,1.5741,0.6821,1.5741,0.50040639,114.29,57.19144631
866,16.508,1.702,0.6079,1.702,0.6673542,114.29,76.27191152
867,16.521,1.7082,0.6043,1.7082,0.67593474,114.29,77.25258143
868,16.534,1.6953,0.6118,1.6953,0.65811546,114.29,75.21601592
869,16.546,1.7391,0.5864,1.7391,0.71929176,114.29,82.20785525
870,16.559,1.7047,0.6063,1.7047,0.67114039,114.29,76.70463517
871,16.569,1.7015,0.6082,1.7015,0.6666477,214.62,143.0759294
872,16.578,1.6959,0.6114,1.6959,0.65902674,214.62,141.4403189
873,16.5865,1.7132,0.6014,1.7132,0.68288152,214.62,146.5600318
874,16.5955,1.6942,0.6124,1.6942,0.65667192,214.62,140.9349275
875,16.604,1.6692,0.6269,1.6692,0.62277852,214.62,133.660726
876,16.6125,1.6594,0.6326,1.6594,0.60966356,214.62,130.8459932
877,16.6215,1.697,0.6108,1.697,0.6604724,214.62,141.7505865
878,16.63,1.6753,0.6234,1.6753,0.63091798,214.62,135.4076169
879,16.64,1.6853,0.6176,1.6853,0.64445872,214.62,138.3137305
880,16.6515,1.6686,0.6273,1.6686,0.62188722,214.62,133.4694352
881,16.6635,1.5987,0.6678,1.5987,0.53108814,214.62,113.9821366
882,16.675,1.588,0.674,1.588,0.517688,214.62,111.1061986
883,16.6875,1.6433,0.6419,1.6433,0.58846573,214.62,126.296515
884,16.699,1.6253,0.6524,1.6253,0.56495428,214.62,121.2504876
885,16.711,1.6417,0.6429,1.6417,0.58625107,214.62,125.8212046
886,16.7225,1.6319,0.6485,1.6319,0.57361285,214.62,123.1087899
887,16.734,1.6383,0.6449,1.6383,0.58176033,214.62,124.857402
888,16.7425,1.6435,0.6418,1.6435,0.5887017,214.62,126.3471589
889,16.751,1.6431,0.642,1.6431,0.5882298,214.62,126.2458797
890,16.76,1.6326,0.6481,1.6326,0.57451194,214.62,123.3017526
891,16.769,1.6376,0.6453,1.6376,0.58085672,214.62,124.6634692
892,16.7775,1.6331,0.6479,1.6331,0.57501451,214.62,123.4096141
893,16.7865,1.63,0.6496,1.63,0.571152,214.62,122.5806422
894,16.7955,1.6299,0.6497,1.6299,0.57095397,214.62,122.538141
895,16.8035,1.6559,0.6346,1.6559,0.60506586,214.62,129.8592349
896,16.811,1.6151,0.6583,1.6151,0.55187967,214.62,118.4444148
897,16.818,1.6206,0.6551,1.6206,0.55894494,214.62,119.960763
898,16.8245,1.6151,0.6583,1.6151,0.55187967,214.62,118.4444148
899,16.8315,1.5987,0.6678,1.5987,0.53108814,214.62,113.9821366
900,0,1.5673,0.686,1.5673,0.4921322,214.62,105.6214128
901,16.846,1.5676,0.6859,1.5676,0.49238316,214.62,105.6752738
902,16.8525,1.5668,0.6863,1.5668,0.49150516,214.62,105.4868374
903,16.8595,1.6019,0.666,1.6019,0.5350346,214.62,114.8291259
904,16.8655,1.5976,0.6685,1.5976,0.5296044,214.62,113.6636963
905,16.8715,1.5981,0.6682,1.5981,0.53024958,214.62,113.8021649
906,16.8775,1.5862,0.6751,1.5862,0.51535638,214.62,110.6057863
908,16.8895,1.5474,0.6976,1.5474,0.46793376,214.62,100.4279436
909,16.8955,1.5801,0.6786,1.5801,0.50784414,214.62,108.9935093
910,16.9015,1.6012,0.6664,1.6012,0.53416032,214.62,114.6414879
911,16.908,1.5935,0.6708,1.5935,0.5245802,214.62,112.5854025
912,16.9135,1.5986,0.6679,1.5986,0.53089506,214.62,113.9406978
913,16.9185,1.5579,0.6915,1.5579,0.48061215,214.62,103.1489796
914,16.924,1.5601,0.6902,1.5601,0.48331898,214.62,103.7299195
915,16.9295,1.5423,0.7005,1.5423,0.46191885,214.62,99.13702359
916,16.935,1.5775,0.6801,1.5775,0.50464225,214.62,108.3063197
917,16.9405,1.5799,0.6787,1.5799,0.50762187,214.62,108.9458057
918,16.9455,1.5872,0.6745,1.5872,0.5166336,214.62,110.8799032
919,16.951,1.5961,0.6693,1.5961,0.52783027,214.62,113.2829325
920,16.9565,1.5786,0.6794,1.5786,0.50609916,214.62,108.6190017
921,16.9615,1.5864,0.6749,1.5864,0.51573864,214.62,110.6878269
922,16.9665,1.5682,0.6855,1.5682,0.4931989,214.62,105.8503479
923,16.9715,1.5502,0.6959,1.5502,0.47141582,214.62,101.1752633
924,16.9765,1.5657,0.6869,1.5657,0.49022067,214.62,105.2111602
925,16.9815,1.5473,0.6976,1.5473,0.46790352,214.62,100.4214535
926,16.987,1.5546,0.6934,1.5546,0.47664036,214.62,102.2965541
927,16.992,1.5875,0.6743,1.5875,0.51704875,214.62,110.9690027
928,16.9975,1.5895,0.6731,1.5895,0.51960755,214.62,111.5181724
929,17.0025,1.5789,0.6793,1.5789,0.50635323,214.62,108.6735302
930,17.0075,1.569,0.685,1.569,0.494235,214.62,106.0727157
931,17.0135,1.5608,0.6898,1.5608,0.48416016,214.62,103.9104535
932,17.0185,1.5504,0.6958,1.5504,0.47163168,214.62,101.2215912
933,17.0235,1.5466,0.698,1.5466,0.4670732,214.62,100.2432502
934,17.0295,1.568,0.6856,1.568,0.4929792,214.62,105.8031959
935,17.0345,1.5975,0.6685,1.5975,0.52957125,214.62,113.6565817
936,17.04,1.5375,0.7033,1.5375,0.45617625,214.62,97.90454678
937,17.045,1.5503,0.6959,1.5503,0.47144623,214.62,101.1817899
938,17.0505,1.5159,0.7158,1.5159,0.43081878,214.62,92.46232656
939,17.0555,1.4826,0.7351,1.4826,0.39274074,214.62,84.29001762
940,17.0605,1.4726,0.741,1.4726,0.3814034,214.62,81.85679771
941,17.066,1.4692,0.7429,1.4692,0.37773132,214.62,81.0686959
942,17.0715,1.4905,0.7306,1.4905,0.4015407,214.62,86.17866503
943,17.077,1.5061,0.7215,1.5061,0.41944885,214.62,90.02211219
944,17.082,1.5867,0.6748,1.5867,0.51599484,214.62,110.7428126
945,17.087,1.6906,0.6145,1.6906,0.6517263,214.62,139.8734985
946,17.091,1.7119,0.6021,1.7119,0.68116501,214.62,146.1916344
947,17.096,1.668,0.6276,1.668,0.6211632,214.62,133.314046
948,17.101,1.6736,0.6244,1.6736,0.62860416,214.62,134.9110248
949,17.106,1.6639,0.63,1.6639,0.615643,214.62,132.1293007
950,17.111,1.6705,0.6262,1.6705,0.6244329,214.62,134.015789
951,17.115,1.6761,0.6229,1.6761,0.63205731,214.62,135.6521399
952,17.1205,1.6839,0.6184,1.6839,0.64257624,214.62,137.9097126
953,17.126,1.658,0.6334,1.658,0.6078228,214.62,130.4509293
954,17.1315,1.6784,0.6216,1.6784,0.63510656,214.62,136.3065699
955,17.137,1.6825,0.6192,1.6825,0.640696,214.62,137.5061755
956,17.1425,1.5953,0.6698,1.5953,0.52676806,214.62,113.054961
957,17.148,1.662,0.6311,1.662,0.6131118,214.62,131.5860545
958,17.1535,1.6423,0.6425,1.6423,0.58712225,214.62,126.0081773
959,17.159,1.6545,0.6354,1.6545,0.6032307,214.62,129.4653728
960,17.165,1.6736,0.6244,1.6736,0.62860416,214.62,134.9110248
961,17.171,1.6608,0.6318,1.6608,0.61150656,214.62,131.2415379
962,17.177,1.6376,0.6453,1.6376,0.58085672,214.62,124.6634692
963,17.183,1.6083,0.6622,1.6083,0.54328374,214.62,116.5995563
964,17.189,1.6195,0.6557,1.6195,0.55759385,214.62,119.6707921
965,17.1955,1.6703,0.6263,1.6703,0.62419111,214.62,133.963896
966,17.2015,1.6576,0.6336,1.6576,0.60734464,214.62,130.3483066
967,17.208,1.6762,0.6228,1.6762,0.63226264,214.62,135.6962078
968,17.214,1.6655,0.6291,1.6655,0.61773395,214.62,132.5780603
969,17.2215,1.7103,0.6031,1.7103,0.67881807,214.62,145.6879342
970,17.228,1.687,0.6166,1.687,0.6467958,214.62,138.8153146
971,17.2355,1.6857,0.6173,1.6857,0.64511739,214.62,138.4550942
972,17.2425,1.6771,0.6223,1.6771,0.63344067,214.62,135.9490366
973,17.25,1.6423,0.6425,1.6423,0.58712225,214.62,126.0081773
974,17.2565,1.6691,0.627,1.6691,0.6225743,214.62,133.6168963
975,17.264,1.6889,0.6155,1.6889,0.64938205,214.62,139.3703756
976,17.271,1.6453,0.6408,1.6453,0.59099176,214.62,126.8386515
977,17.2795,1.6036,0.665,1.6036,0.537206,214.62,115.2951517
978,17.2875,1.5878,0.6741,1.5878,0.51746402,214.62,111.058128
979,17.2965,1.6793,0.6211,1.6793,0.63628677,214.62,136.5598666
980,17.3045,1.6599,0.6323,1.6599,0.61034523,214.62,130.9922933
981,17.3135,1.6196,0.6557,1.6196,0.55762828,214.62,119.6781815
982,17.3215,1.5548,0.6933,1.5548,0.47685716,214.62,102.3430837
983,17.3295,1.6872,0.6165,1.6872,0.6470412,214.62,138.8679823
984,17.3385,1.6582,0.6333,1.6582,0.60806194,214.62,130.5022536
985,17.3485,1.669,0.627,1.669,0.622537,214.62,133.6088909
986,17.359,1.6272,0.6513,1.6272,0.56740464,214.62,121.7763838
987,17.369,1.6935,0.6128,1.6935,0.6557232,214.62,140.7313132
988,17.3795,1.6589,0.6329,1.6589,0.60898219,214.62,130.6997576
989,17.3895,1.6537,0.6359,1.6537,0.60211217,214.62,129.2253139
990,17.4,1.645,0.641,1.645,0.590555,214.62,126.7449141
991,17.41,1.6559,0.6346,1.6559,0.60506586,214.62,129.8592349
992,17.4205,1.6556,0.6348,1.6556,0.60462512,214.62,129.7646433
993,17.429,1.6489,0.6387,1.6489,0.59574757,214.62,127.8593435
994,17.435,1.6509,0.6375,1.6509,0.59845125,214.62,128.4396073
995,17.4415,1.661,0.6317,1.661,0.6117463,214.62,131.2929909
996,17.448,1.6599,0.6323,1.6599,0.61034523,214.62,130.9922933
997,17.4545,1.6465,0.6401,1.6465,0.59257535,214.62,127.1785216
998,17.461,1.6421,0.6426,1.6421,0.58688654,214.62,125.9575892
999,17.4675,1.6551,0.6351,1.6551,0.60394599,214.62,129.6188884
1000,17.4735,1.6493,0.6385,1.6493,0.59622195,214.62,127.9611549
1001,17.4795,1.6628,0.6306,1.6628,0.61423832,214.62,131.8278282
1002,17.4845,1.6554,0.6349,1.6554,0.60438654,214.62,129.7134392
1003,17.49,1.6482,0.6391,1.6482,0.59483538,214.62,127.6635693
1004,17.495,1.6755,0.6233,1.6755,0.63116085,214.62,135.4597416
1005,17.5,1.6724,0.625,1.6724,0.62715,214.62,134.598933
1006,17.5055,1.6571,0.6339,1.6571,0.60666431,214.62,130.2022942
1007,17.5105,1.6566,0.6342,1.6566,0.60598428,214.62,130.0563462
1008,17.5155,1.6704,0.6262,1.6704,0.62439552,214.62,134.0077665
1009,17.521,1.6576,0.6337,1.6576,0.60717888,214.62,130.3127312
1010,17.5265,1.6456,0.6406,1.6456,0.59142864,214.62,126.9324147
1011,17.532,1.6663,0.6286,1.6663,0.61886382,214.62,132.820553
1012,17.538,1.6655,0.629,1.6655,0.6179005,214.62,132.6138053
1013,17.544,1.6696,0.6267,1.6696,0.62326168,214.62,133.7644218
1014,17.5495,1.6893,0.6153,1.6893,0.64987371,214.62,139.4758956
1015,17.5555,1.6529,0.6364,1.6529,0.60099444,214.62,128.9854267
1016,17.5615,1.6711,0.6258,1.6711,0.62532562,214.62,134.2073846
1017,17.567,1.6663,0.6286,1.6663,0.61886382,214.62,132.820553
1018,17.573,1.6735,0.6244,1.6735,0.6285666,214.62,134.9029637
1019,17.579,1.6728,0.6248,1.6728,0.62763456,214.62,134.7029293
1020,17.5845,1.6866,0.6168,1.6866,0.64630512,214.62,138.7100049
1021,17.5905,1.6695,0.6268,1.6695,0.6230574,214.62,133.7205792
1022,17.5965,1.7101,0.6032,1.7101,0.67856768,214.62,145.6341955
1023,17.6015,1.6602,0.6321,1.6602,0.61078758,214.62,131.0872304
1024,17.6075,1.6117,0.6603,1.6117,0.54749449,214.62,117.5032674
1025,17.613,1.6641,0.6299,1.6641,0.61588341,214.62,132.1808975
1026,17.619,1.6512,0.6374,1.6512,0.59872512,214.62,128.4983853
1027,17.6255,1.6028,0.6654,1.6028,0.53629688,214.62,115.1000364
1028,17.632,1.5732,0.6826,1.5732,0.49933368,214.62,107.1669944
1029,17.639,1.6639,0.63,1.6639,0.615643,214.62,132.1293007
1030,17.6455,1.6734,0.6245,1.6734,0.6283617,214.62,134.8589881
1031,17.652,1.6195,0.6557,1.6195,0.55759385,214.62,119.6707921
1032,17.659,1.7062,0.6054,1.7062,0.67326652,214.62,144.4964605
1033,17.6655,1.6653,0.6292,1.6653,0.61749324,214.62,132.5263992
1034,17.6725,1.6967,0.611,1.6967,0.6600163,214.62,141.6526983
1035,17.679,1.698,0.6102,1.698,0.6618804,214.62,142.0527714
1036,17.685,1.6808,0.6202,1.6808,0.63836784,214.62,137.0065058
1037,17.6895,1.7008,0.6086,1.7008,0.66569312,214.62,142.8710574
1038,17.695,1.7007,0.6087,1.7007,0.66548391,214.62,142.8261568
1039,17.7,1.7065,0.6053,1.7065,0.67355555,214.62,144.5584921
1040,17.705,1.6963,0.6112,1.6963,0.65952144,214.62,141.5464915
1041,17.7105,1.6945,0.6122,1.6945,0.6571271,214.62,141.0326182
1042,17.715,1.6697,0.6266,1.6697,0.62346598,214.62,133.8082686
1043,17.7205,1.6718,0.6254,1.6718,0.62625628,214.62,134.4071228
1044,17.7255,1.6723,0.6251,1.6723,0.62694527,214.62,134.5549938
1045,17.731,1.6869,0.6167,1.6869,0.64658877,214.62,138.7708818
1046,17.736,1.7186,0.5983,1.7186,0.69036162,214.62,148.1654109
1047,17.7415,1.6856,0.6174,1.6856,0.64491056,214.62,138.4107044
1048,17.747,1.6935,0.6128,1.6935,0.6557232,214.62,140.7313132
1049,17.7525,1.7133,0.6013,1.7133,0.68309271,214.62,146.6053574
1050,0,1.6482,0.6391,1.6482,0.59483538,214.62,127.6635693
1051,17.763,1.5826,0.6771,1.5826,0.51102154,214.62,109.6754429
1052,17.7685,1.5695,0.6847,1.5695,0.49486335,214.62,106.2075722
1053,17.774,1.6755,0.6232,1.6755,0.6313284,214.62,135.4957012
1054,17.7795,1.7001,0.609,1.7001,0.6647391,214.62,142.6663056
1055,17.7855,1.6935,0.6128,1.6935,0.6557232,214.62,140.7313132
1056,17.791,1.6784,0.6216,1.6784,0.63510656,214.62,136.3065699
1057,17.7965,1.6178,0.6567,1.6178,0.55539074,214.62,119.1979606
1059,17.808,1.6048,0.6643,1.6048,0.53873136,214.62,115.6225245
1060,17.8135,1.603,0.6653,1.603,0.5365241,214.62,115.1488023
1061,17.819,1.6277,0.651,1.6277,0.5680673,214.62,121.9186039
1062,17.824,1.6445,0.6412,1.6445,0.5900466,214.62,126.6358013
1063,17.8285,1.599,0.6677,1.599,0.5313477,214.62,114.0378434
1064,17.8335,1.6434,0.6419,1.6434,0.58850154,214.62,126.3042005
1065,17.838,1.6873,0.6164,1.6873,0.64724828,214.62,138.9124259
1066,17.8425,1.6822,0.6194,1.6822,0.64024532,214.62,137.4094506
1067,17.847,1.735,0.5887,1.735,0.7136055,214.62,153.1540124
1068,17.852,1.7206,0.5971,1.7206,0.69322974,214.62,148.7809668
1069,17.8565,1.6433,0.642,1.6433,0.5883014,214.62,126.2612465
1070,17.8605,1.7016,0.6081,1.7016,0.66685704,214.62,143.1208579
1071,17.8655,1.7035,0.607,1.7035,0.6694755,214.62,143.6828318
1072,17.87,1.7048,0.6062,1.7048,0.67135024,214.62,144.0851885
1073,17.875,1.7072,0.6049,1.7072,0.67451472,214.62,144.7643492
1074,17.88,1.6848,0.6179,1.6848,0.64376208,214.62,138.1642176
1075,17.8845,1.7081,0.6044,1.7081,0.67572436,214.62,145.0239621
1076,17.8895,1.7223,0.5961,1.7223,0.69563697,214.62,149.2976065
1077,17.894,1.7215,0.5966,1.7215,0.6944531,214.62,149.0435243
1078,17.8985,1.7255,0.5943,1.7255,0.70003535,214.62,150.2415868
1079,17.9035,1.7391,0.5863,1.7391,0.71946567,214.62,154.4117221
1080,17.908,1.7497,0.5802,1.7497,0.73452406,214.62,157.6435538
1081,17.9125,1.7278,0.5929,1.7278,0.70338738,214.62,150.9609995
1082,17.9165,1.7252,0.5944,1.7252,0.69974112,214.62,150.1784392
1083,17.921,1.7383,0.5868,1.7383,0.71826556,214.62,154.1541545
1084,17.9255,1.7216,0.5965,1.7216,0.6946656,214.62,149.0891311
1085,17.93,1.7255,0.5942,1.7255,0.7002079,214.62,150.2786195
1086,17.934,1.72,0.5975,1.72,0.6923,214.62,148.581426
1087,17.9385,1.7094,0.6036,1.7094,0.67760616,214.62,145.4278341
1088,17.943,1.722,0.5963,1.722,0.6951714,214.62,149.1976859
1089,17.948,1.7265,0.5937,1.7265,0.70147695,214.62,150.550983
1090,17.9525,1.7391,0.5863,1.7391,0.71946567,214.62,154.4117221
1091,17.957,1.6969,0.6108,1.6969,0.66043348,214.62,141.7422335
1092,17.962,1.7208,0.597,1.7208,0.6934824,214.62,148.8351927
1093,17.967,1.7306,0.5913,1.7306,0.70729622,214.62,151.7999147
1094,17.9715,1.7162,0.5997,1.7162,0.68699486,214.62,147.4428369
1095,17.9765,1.7137,0.6011,1.7137,0.68359493,214.62,146.7131439
1096,17.981,1.7148,0.6005,1.7148,0.6850626,214.62,147.0281352
1097,17.9855,1.7155,0.6,1.7155,0.6862,214.62,147.272244
1098,17.989,1.7471,0.5817,1.7471,0.73081193,214.62,156.8468564
1099,17.993,1.7525,0.5786,1.7525,0.7385035,214.62,158.4976212
1100,17.9965,1.7224,0.5961,1.7224,0.69567736,214.62,149.306275
1101,18.0005,1.7093,0.6037,1.7093,0.67739559,214.62,145.3826415
1102,18.0045,1.7304,0.5914,1.7304,0.70704144,214.62,151.7452339
1103,18.008,1.7224,0.5961,1.7224,0.69567736,214.62,149.306275
1104,18.0115,1.6701,0.6264,1.6701,0.62394936,214.62,133.9120116
1105,18.0155,1.6771,0.6223,1.6771,0.63344067,214.62,135.9490366
1106,18.0195,1.7181,0.5985,1.7181,0.68981715,214.62,148.0485567
1107,18.0235,1.7482,0.5811,1.7482,0.73232098,214.62,157.1707287
1108,18.028,1.7303,0.5915,1.7303,0.70682755,214.62,151.6993288
1109,18.0315,1.7335,0.5896,1.7335,0.7114284,214.62,152.6867632
1110,18.0355,1.7197,0.5976,1.7197,0.69200728,214.62,148.5186024
1111,18.04,1.7277,0.593,1.7277,0.7031739,214.62,150.9151824
1112,18.0435,1.7259,0.594,1.7259,0.7007154,214.62,150.3875391
1113,18.0475,1.7087,0.604,1.7087,0.6766452,214.62,145.2215928
1114,18.052,1.707,0.605,1.707,0.674265,214.62,144.7107543
1115,18.056,1.7044,0.6065,1.7044,0.6706814,214.62,143.9416421
1116,18.06,1.7354,0.5885,1.7354,0.7141171,214.62,153.263812
1117,18.064,1.736,0.5882,1.736,0.7148848,214.62,153.4285758
1118,18.0685,1.739,0.5864,1.739,0.7192504,214.62,154.3655208
1119,18.0725,1.7334,0.5897,1.7334,0.71121402,214.62,152.640753
1120,18.077,1.6975,0.6105,1.6975,0.66117625,214.62,141.9016468
1121,18.0805,1.6348,0.6469,1.6348,0.57724788,214.62,123.88894
1122,18.085,1.545,0.699,1.545,0.465045,214.62,99.8079579
1123,18.0895,1.6098,0.6614,1.6098,0.54507828,214.62,116.9847005
1124,18.094,1.5784,0.6796,1.5784,0.50571936,214.62,108.537489
1125,18.098,1.5918,0.6718,1.5918,0.52242876,214.62,112.1236605
1126,18.103,1.7031,0.6073,1.7031,0.66880737,214.62,143.5394377
1127,18.107,1.7108,0.6028,1.7108,0.67952976,214.62,145.8406771
1128,18.1115,1.691,0.6143,1.691,0.6522187,214.62,139.9791774
1129,18.116,1.7284,0.5926,1.7284,0.70415016,214.62,151.1247073
1130,18.1205,1.7129,0.6016,1.7129,0.68241936,214.62,146.460843
1131,18.125,1.6871,0.6165,1.6871,0.64700285,214.62,138.8597517
1132,18.129,1.6793,0.6211,1.6793,0.63628677,214.62,136.5598666
1133,18.133,1.6745,0.6238,1.6745,0.6299469,214.62,135.1992037
1134,18.1365,1.6423,0.6425,1.6423,0.58712225,214.62,126.0081773
1135,18.1405,1.6847,0.6179,1.6847,0.64372387,214.62,138.156017
1136,18.1445,1.6829,0.619,1.6829,0.6411849,214.62,137.6111032
1137,18.149,1.6515,0.6372,1.6515,0.5991642,214.62,128.5926206
1138,18.1525,1.5823,0.6773,1.5823,0.51060821,214.62,109.586734
1139,18.1565,1.7119,0.6021,1.7119,0.68116501,214.62,146.1916344
1140,18.1605,1.6953,0.6118,1.6953,0.65811546,214.62,141.24474
